abaft	𐑩𐑚𐑭𐑓𐑑	AV0	əˈbⱭːft	0
abaft	𐑩𐑚𐑭𐑓𐑑	PRP	əˈbⱭːft	0
abandon	𐑩𐑚𐑨𐑯𐑛𐑩𐑯	NN1	əˈbændən	100
abandon	𐑩𐑚𐑨𐑯𐑛𐑩𐑯	VVB	əˈbændən	172
abandon	𐑩𐑚𐑨𐑯𐑛𐑩𐑯	VVI	əˈbændən	1008
abandoned	𐑩𐑚𐑨𐑯𐑛𐑩𐑯𐑛	AJ0	əˈbændənd	358
abandoned	𐑩𐑚𐑨𐑯𐑛𐑩𐑯𐑛	VVD	əˈbændənd	684
abandoned	𐑩𐑚𐑨𐑯𐑛𐑩𐑯𐑛	VVN	əˈbændənd	1416
abandoning	𐑩𐑚𐑨𐑯𐑛𐑩𐑯𐑦𐑙	VVG	əˈbændənɪŋ	408
abandonment	𐑩𐑚𐑨𐑯𐑛𐑩𐑯𐑥𐑩𐑯𐑑	NN1	əˈbændənmənt	494
abandons	𐑩𐑚𐑨𐑯𐑛𐑩𐑯𐑟	VVZ	əˈbændənz	85
abase	𐑩𐑚𐑱𐑕	VVB	əˈbeɪs	3
abase	𐑩𐑚𐑱𐑕	VVI	əˈbeɪs	2
abased	𐑩𐑚𐑱𐑕𐑑	AJ0	əˈbeɪst	1
abased	𐑩𐑚𐑱𐑕𐑑	VVD	əˈbeɪst	5
abased	𐑩𐑚𐑱𐑕𐑑	VVN	əˈbeɪst	5
abasement	𐑩𐑚𐑱𐑕𐑥𐑩𐑯𐑑	NN1	əˈbeɪsmənt	11
abases	𐑩𐑚𐑱𐑕𐑩𐑟	VVZ	əˈbeɪsƏz	1
abash	𐑩𐑚𐑨𐑖	VVB	əˈbæʃ	0
abash	𐑩𐑚𐑨𐑖	VVI	əˈbæʃ	1
abashed	𐑩𐑚𐑨𐑖𐑑	AJ0	əˈbæʃt	2
abashed	𐑩𐑚𐑨𐑖𐑑	VVD	əˈbæʃt	14
abashed	𐑩𐑚𐑨𐑖𐑑	VVN	əˈbæʃt	7
abashes	𐑩𐑚𐑨𐑖𐑩𐑟	VVZ	əˈbæʃƏz	0
abashing	𐑩𐑚𐑨𐑖𐑦𐑙	VVG	əˈbæʃɪŋ	0
abasing	𐑩𐑚𐑱𐑕𐑦𐑙	VVG	əˈbeɪsɪŋ	4
abate	𐑩𐑚𐑱𐑑	VVB	əˈbeɪt	2
abate	𐑩𐑚𐑱𐑑	VVI	əˈbeɪt	61
abated	𐑩𐑚𐑱𐑑𐑩𐑛	VVD	əˈbeɪtƏd	24
abated	𐑩𐑚𐑱𐑑𐑩𐑛	VVN	əˈbeɪtƏd	55
abatement	𐑩𐑚𐑱𐑑𐑥𐑩𐑯𐑑	NN1	əˈbeɪtmənt	123
abates	𐑩𐑚𐑱𐑑𐑕	VVZ	əˈbeɪts	2
abating	𐑩𐑚𐑱𐑑𐑦𐑙	AJ0	əˈbeɪtɪŋ	1
abating	𐑩𐑚𐑱𐑑𐑦𐑙	VVG	əˈbeɪtɪŋ	21
abattoir	𐑨𐑚𐑩𐑑𐑢𐑸	NN1	ˈæbətwɑːR	62
abattoirs	𐑨𐑚𐑩𐑑𐑢𐑸𐑟	NN2	ˈæbətwɑːRz	27
abbe	𐑨𐑚𐑱	NN1	ˈæbeɪ	16
abbes	𐑨𐑚𐑱𐑟	NN2	ˈæbeɪz	0
abbess	𐑨𐑚𐑧𐑕	NN1	ˈæbes	39
abbesses	𐑨𐑚𐑧𐑕𐑩𐑟	NN2	ˈæbesƏz	3
abbey	𐑨𐑚𐑦	NN1	ˈæbi	966
abbeys	𐑨𐑚𐑦𐑟	NN2	ˈæbiz	80
abbot	𐑨𐑚𐑩𐑑	NN1	ˈæbət	335
abbot	𐑨𐑚𐑩𐑑	NP0	ˈæbət	209
abbots	𐑨𐑚𐑩𐑑𐑕	NN2	ˈæbəts	87
abbott	𐑨𐑚𐑩𐑑	NP0	ˈæbət	242
abbreviate	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑	VVB	əˈbriːvieɪt	4
abbreviate	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑	VVI	əˈbriːvieɪt	14
abbreviated	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑𐑩𐑛	AJ0	əˈbriːvieɪtƏd	102
abbreviated	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑𐑩𐑛	VVD	əˈbriːvieɪtƏd	9
abbreviated	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑𐑩𐑛	VVN	əˈbriːvieɪtƏd	21
abbreviates	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑𐑕	VVZ	əˈbriːvieɪts	0
abbreviating	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑𐑦𐑙	VVG	əˈbriːvieɪtɪŋ	6
abbreviation	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑖𐑩𐑯	NN0	əˌbriːvɪˈeɪʃən	0
abbreviation	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑖𐑩𐑯	NN1	əˌbriːvɪˈeɪʃən	96
abbreviations	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑖𐑩𐑯𐑟	NN2	əˌbriːvɪˈeɪʃənz	130
abc	𐑱𐑚𐑰𐑕𐑰	NN1	ˌeɪˌbiːˈsiː	84
abc	𐑱𐑚𐑰𐑕𐑰	NP0	ˌeɪˌbiːˈsiː	52
abcs	𐑱𐑚𐑰𐑕𐑰𐑟	NN2	ˌeɪˌbiːˈsiːz	2
abcs	𐑱𐑚𐑰𐑕𐑰𐑟	NP0	ˌeɪˌbiːˈsiːz	3
abdicate	𐑨𐑚𐑛𐑦𐑒𐑱𐑑	VVB	ˈæbdɪkeɪt	2
abdicate	𐑨𐑚𐑛𐑦𐑒𐑱𐑑	VVI	ˈæbdɪkeɪt	43
abdicated	𐑨𐑚𐑛𐑦𐑒𐑱𐑑𐑩𐑛	AJ0	ˈæbdɪkeɪtƏd	1
abdicated	𐑨𐑚𐑛𐑦𐑒𐑱𐑑𐑩𐑛	VVD	ˈæbdɪkeɪtƏd	41
abdicated	𐑨𐑚𐑛𐑦𐑒𐑱𐑑𐑩𐑛	VVN	ˈæbdɪkeɪtƏd	22
abdicates	𐑨𐑚𐑛𐑦𐑒𐑱𐑑𐑕	VVZ	ˈæbdɪkeɪts	2
abdicating	𐑨𐑚𐑛𐑦𐑒𐑱𐑑𐑦𐑙	VVG	ˈæbdɪkeɪtɪŋ	13
abdication	𐑨𐑚𐑛𐑦𐑒𐑱𐑖𐑩𐑯	NN1	ˌæbdɪˈkeɪʃən	122
abdications	𐑨𐑚𐑛𐑦𐑒𐑱𐑖𐑩𐑯𐑟	NN2	ˌæbdɪˈkeɪʃənz	0
abdomen	𐑨𐑚𐑛𐑩𐑥𐑩𐑯	NN1	ˈæbdəmən	302
abdomens	𐑨𐑚𐑛𐑩𐑥𐑩𐑯𐑟	NN2	ˈæbdəmənz	8
abdominal	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤	AJ0	æbˈdɒmɪnəl	515
abduct	𐑩𐑚𐑛𐑳𐑒𐑑	VVB	əbˈdʌkt	2
abduct	𐑩𐑚𐑛𐑳𐑒𐑑	VVI	əbˈdʌkt	30
abducted	𐑩𐑚𐑛𐑳𐑒𐑑𐑩𐑛	AJ0	əbˈdʌktƏd	10
abducted	𐑩𐑚𐑛𐑳𐑒𐑑𐑩𐑛	VVD	əbˈdʌktƏd	27
abducted	𐑩𐑚𐑛𐑳𐑒𐑑𐑩𐑛	VVN	əbˈdʌktƏd	101
abducting	𐑩𐑚𐑛𐑳𐑒𐑑𐑦𐑙	VVG	əbˈdʌktɪŋ	18
abduction	𐑩𐑚𐑛𐑳𐑒𐑖𐑩𐑯	NN1	əbˈdʌkʃən	184
abductions	𐑩𐑚𐑛𐑳𐑒𐑖𐑩𐑯𐑟	NN2	əbˈdʌkʃənz	23
abducts	𐑩𐑚𐑛𐑳𐑒𐑑𐑕	VVZ	əbˈdʌkts	1
abdul	𐑨𐑚𐑛𐑫𐑤	NP0	ˈæbdʊl	230
abdullah	𐑨𐑚𐑛𐑳𐑤𐑩	NP0	æbˈdʌlə	184
abe	𐑱𐑚	NP0	eɪb	77
abeam	𐑩𐑚𐑰𐑥	AV0	əˈbiːm	0
abed	𐑩𐑚𐑧𐑛	AV0	əˈbed	23
abercarn	𐑨𐑚𐑼𐑒𐑸𐑯	NP0	ˌæbəRˈkɑːRn	0
aberdare	𐑨𐑚𐑼𐑛𐑺	NP0	ˌæbəRˈdeəR	19
aberdeen	𐑨𐑚𐑼𐑛𐑰𐑯	NP0	ˌæbəRˈdiːn	1436
abergavenny	𐑨𐑚𐑼𐑜𐑩𐑝𐑧𐑯𐑦	NP0	ˌæbəRɡəˈveni	57
abergele	𐑨𐑚𐑼𐑜𐑧𐑤𐑦	NP0	ˌæbəRˈɡeli	27
aberrant	𐑨𐑚𐑧𐑮𐑩𐑯𐑑	AJ0	æˈberənt	64
aberration	𐑨𐑚𐑼𐑱𐑖𐑩𐑯	NN1	ˌæbəˈreɪʃən	148
aberrations	𐑨𐑚𐑼𐑱𐑖𐑩𐑯𐑟	NN2	ˌæbəˈreɪʃənz	40
abertillery	𐑨𐑚𐑼𐑑𐑦𐑤𐑺𐑦	NP0	ˌæbəRtɪˈleəri	9
aberystwyth	𐑨𐑚𐑼𐑦𐑕𐑑𐑢𐑦𐑔	NP0	ˌæbəˈrɪstwɪθ	267
abet	𐑩𐑚𐑧𐑑	VVB	əˈbet	0
abet	𐑩𐑚𐑧𐑑	VVI	əˈbet	14
abets	𐑩𐑚𐑧𐑑𐑕	VVZ	əˈbets	1
abetted	𐑩𐑚𐑧𐑑𐑩𐑛	VVD	əˈbetƏd	10
abetted	𐑩𐑚𐑧𐑑𐑩𐑛	VVN	əˈbetƏd	45
abetting	𐑩𐑚𐑧𐑑𐑦𐑙	VVG	əˈbetɪŋ	40
abeyance	𐑩𐑚𐑱𐑩𐑯𐑕	NN1	əˈbeɪəns	87
abhor	𐑩𐑚𐑣𐑹	VVB	əbˈhɔːR	29
abhor	𐑩𐑚𐑣𐑹	VVI	əbˈhɔːR	14
abhorred	𐑩𐑚𐑣𐑹𐑛	AJ0	əbˈhɔːRd	2
abhorred	𐑩𐑚𐑣𐑹𐑛	VVD	əbˈhɔːRd	29
abhorred	𐑩𐑚𐑣𐑹𐑛	VVN	əbˈhɔːRd	10
abhorrence	𐑩𐑚𐑣𐑪𐑮𐑩𐑯𐑕	NN1	əbˈhɒrəns	45
abhorrent	𐑩𐑚𐑣𐑪𐑮𐑩𐑯𐑑	AJ0	əbˈhɒrənt	68
abhorring	𐑩𐑚𐑣𐑹𐑦𐑙	VVG	əbˈhɔːrɪŋ	9
abhors	𐑩𐑚𐑣𐑹𐑟	VVZ	əbˈhɔːRz	23
abide	𐑩𐑚𐑲𐑛	VVB	əˈbaɪd	15
abide	𐑩𐑚𐑲𐑛	VVI	əˈbaɪd	269
abided	𐑩𐑚𐑲𐑛𐑩𐑛	VVD	əˈbaɪdƏd	6
abided	𐑩𐑚𐑲𐑛𐑩𐑛	VVN	əˈbaɪdƏd	5
abides	𐑩𐑚𐑲𐑛𐑟	VVZ	əˈbaɪdz	7
abiding	𐑩𐑚𐑲𐑛𐑦𐑙	AJ0	əˈbaɪdɪŋ	146
abiding	𐑩𐑚𐑲𐑛𐑦𐑙	VVG	əˈbaɪdɪŋ	9
abilities	𐑩𐑚𐑦𐑤𐑦𐑑𐑦𐑟	NN2	əˈbɪlɪtiz	1333
ability	𐑩𐑚𐑦𐑤𐑦𐑑𐑦	NN1	əˈbɪlɪti	9135
abingdon	𐑨𐑚𐑦𐑙𐑛𐑩𐑯	NP0	ˈæbɪŋdən	347
abject	𐑨𐑚𐑡𐑧𐑒𐑑	AJ0	ˈæbdʒekt	120
abjection	𐑨𐑚𐑡𐑧𐑒𐑖𐑩𐑯	NN1	æbˈdʒekʃən	12
abjections	𐑨𐑚𐑡𐑧𐑒𐑖𐑩𐑯𐑟	NN2	æbˈdʒekʃənz	0
abjectly	𐑨𐑚𐑡𐑧𐑒𐑑𐑤𐑦	AV0	ˈæbdʒektli	21
abjuration	𐑨𐑚𐑡𐑼𐑱𐑖𐑩𐑯	NN1	ˌæbdʒəˈreɪʃən	7
abjurations	𐑨𐑚𐑡𐑼𐑱𐑖𐑩𐑯𐑟	NN2	ˌæbdʒəˈreɪʃənz	0
abjure	𐑩𐑚𐑡𐑫𐑼	VVB	əbˈdʒʊəR	4
abjure	𐑩𐑚𐑡𐑫𐑼	VVI	əbˈdʒʊəR	7
abjured	𐑩𐑚𐑡𐑫𐑼𐑛	VVD	əbˈdʒʊəRd	2
abjured	𐑩𐑚𐑡𐑫𐑼𐑛	VVN	əbˈdʒʊəRd	9
abjures	𐑩𐑚𐑡𐑫𐑼𐑟	VVZ	əbˈdʒʊəRz	0
abjuring	𐑩𐑚𐑡𐑫𐑼𐑦𐑙	VVG	əbˈdʒʊərɪŋ	4
ablative	𐑨𐑚𐑤𐑩𐑑𐑦𐑝	AJ0	ˈæblətɪv	0
ablative	𐑨𐑚𐑤𐑩𐑑𐑦𐑝	NN1	ˈæblətɪv	0
ablatives	𐑨𐑚𐑤𐑩𐑑𐑦𐑝𐑟	NN2	ˈæblətɪvz	0
ablaut	𐑨𐑚𐑤𐑬𐑑	NN1	ˈæblaʊt	1
ablauts	𐑨𐑚𐑤𐑬𐑑𐑕	NN2	ˈæblaʊts	0
ablaze	𐑩𐑚𐑤𐑱𐑟	AJ0	əˈbleɪz	167
ablaze	𐑩𐑚𐑤𐑱𐑟	AV0	əˈbleɪz	0
able	𐑱𐑚𐑩𐑤	AJ0	ˈeɪbəl	30410
able-bodied	𐑱𐑚𐑩𐑤-𐑚𐑪𐑛𐑦𐑛	AJ0	ˌeɪbəl-ˈbɒdid	146
abler	𐑱𐑚𐑤𐑼	AJC	ˈeɪbləR	5
ablest	𐑱𐑚𐑤𐑩𐑕𐑑	AJS	ˈeɪbləst	44
abloom	𐑩𐑚𐑤𐑵𐑥	AJ0	əˈbluːm	0
ablute	𐑩𐑚𐑤𐑵𐑑	VVB	əˈbluːt	0
ablute	𐑩𐑚𐑤𐑵𐑑	VVI	əˈbluːt	0
abluted	𐑩𐑚𐑤𐑵𐑑𐑩𐑛	AJ0	əˈbluːtƏd	0
abluted	𐑩𐑚𐑤𐑵𐑑𐑩𐑛	VVD	əˈbluːtƏd	0
abluted	𐑩𐑚𐑤𐑵𐑑𐑩𐑛	VVN	əˈbluːtƏd	0
ablutes	𐑩𐑚𐑤𐑵𐑑𐑕	VVZ	əˈbluːts	0
abluting	𐑩𐑚𐑤𐑵𐑑𐑦𐑙	VVG	əˈbluːtɪŋ	0
ablution	𐑩𐑚𐑤𐑵𐑖𐑩𐑯	NN1	əˈbluːʃən	6
ablutions	𐑩𐑚𐑤𐑵𐑖𐑩𐑯𐑟	NN2	əˈbluːʃənz	27
ably	𐑱𐑚𐑤𐑦	AV0	ˈeɪbli	99
abnegation	𐑨𐑚𐑯𐑦𐑜𐑱𐑖𐑩𐑯	NN1	ˌæbnɪˈɡeɪʃən	12
abney	𐑨𐑚𐑯𐑦	NP0	ˈæbni	13
abnormal	𐑨𐑚𐑯𐑹𐑥𐑩𐑤	AJ0	æbˈnɔːRməl	809
abnormalities	𐑨𐑚𐑯𐑹𐑥𐑨𐑤𐑦𐑑𐑦𐑟	NN2	ˌæbnɔːRˈmælɪtiz	440
abnormality	𐑨𐑚𐑯𐑹𐑥𐑨𐑤𐑦𐑑𐑦	NN1	ˌæbnɔːRˈmælɪti	285
abnormally	𐑨𐑚𐑯𐑹𐑥𐑩𐑤𐑦	AV0	æbˈnɔːRməli	151
abo	𐑨𐑚𐑴	NN1	ˈæbəʊ	8
aboard	𐑩𐑚𐑹𐑛	AV0	əˈbɔːRd	405
aboard	𐑩𐑚𐑹𐑛	PRP	əˈbɔːRd	561
abode	𐑩𐑚𐑴𐑛	NN1	əˈbəʊd	156
abode	𐑩𐑚𐑴𐑛	VVD	əˈbəʊd	0
abodes	𐑩𐑚𐑴𐑛𐑟	NN2	əˈbəʊdz	9
abolish	𐑩𐑚𐑪𐑤𐑦𐑖	VVB	əˈbɒlɪʃ	42
abolish	𐑩𐑚𐑪𐑤𐑦𐑖	VVI	əˈbɒlɪʃ	484
abolished	𐑩𐑚𐑪𐑤𐑦𐑖𐑑	VVD	əˈbɒlɪʃt	233
abolished	𐑩𐑚𐑪𐑤𐑦𐑖𐑑	VVN	əˈbɒlɪʃt	640
abolishes	𐑩𐑚𐑪𐑤𐑦𐑖𐑩𐑟	VVZ	əˈbɒlɪʃƏz	32
abolishing	𐑩𐑚𐑪𐑤𐑦𐑖𐑦𐑙	VVG	əˈbɒlɪʃɪŋ	161
abolition	𐑨𐑚𐑩𐑤𐑦𐑖𐑩𐑯	NN1	ˌæbəˈlɪʃən	1154
abolitionist	𐑨𐑚𐑩𐑤𐑦𐑖𐑩𐑯𐑦𐑕𐑑	AJ0	ˌæbəˈlɪʃənɪst	0
abolitionist	𐑨𐑚𐑩𐑤𐑦𐑖𐑩𐑯𐑦𐑕𐑑	NN1	ˌæbəˈlɪʃənɪst	63
abolitionists	𐑨𐑚𐑩𐑤𐑦𐑖𐑩𐑯𐑦𐑕𐑑𐑕	NN2	ˌæbəˈlɪʃənɪsts	161
abominable	𐑩𐑚𐑪𐑥𐑦𐑯𐑩𐑚𐑩𐑤	AJ0	əˈbɒmɪnəbəl	87
abominably	𐑩𐑚𐑪𐑥𐑦𐑯𐑩𐑚𐑤𐑦	AV0	əˈbɒmɪnəbli	22
abominate	𐑩𐑚𐑪𐑥𐑦𐑯𐑱𐑑	VVB	əˈbɒmɪneɪt	0
abominate	𐑩𐑚𐑪𐑥𐑦𐑯𐑱𐑑	VVI	əˈbɒmɪneɪt	2
abominated	𐑩𐑚𐑪𐑥𐑦𐑯𐑱𐑑𐑩𐑛	AJ0	əˈbɒmɪneɪtƏd	0
abominated	𐑩𐑚𐑪𐑥𐑦𐑯𐑱𐑑𐑩𐑛	VVD	əˈbɒmɪneɪtƏd	4
abominated	𐑩𐑚𐑪𐑥𐑦𐑯𐑱𐑑𐑩𐑛	VVN	əˈbɒmɪneɪtƏd	4
abominates	𐑩𐑚𐑪𐑥𐑦𐑯𐑱𐑑𐑕	VVZ	əˈbɒmɪneɪts	1
abominating	𐑩𐑚𐑪𐑥𐑦𐑯𐑱𐑑𐑦𐑙	VVG	əˈbɒmɪneɪtɪŋ	0
abomination	𐑩𐑚𐑪𐑥𐑦𐑯𐑱𐑖𐑩𐑯	NN1	əˌbɒmɪˈneɪʃən	51
abominations	𐑩𐑚𐑪𐑥𐑦𐑯𐑱𐑖𐑩𐑯𐑟	NN2	əˌbɒmɪˈneɪʃənz	17
abora	𐑩𐑚𐑹𐑩	NP0	ˈəˌbɔːRə	4
aboriginal	𐑨𐑚𐑼𐑦𐑡𐑦𐑯𐑩𐑤	AJ0	ˌæbəˈrɪdʒɪnəl	203
aboriginal	𐑨𐑚𐑼𐑦𐑡𐑦𐑯𐑩𐑤	NN1	ˌæbəˈrɪdʒɪnəl	0
aboriginals	𐑨𐑚𐑼𐑦𐑡𐑦𐑯𐑩𐑤𐑟	NN2	ˌæbəˈrɪdʒɪnəlz	7
aborigine	𐑨𐑚𐑼𐑦𐑡𐑦𐑯𐑦	NN1	ˌæbəˈrɪdʒɪni	9
aborigine	𐑨𐑚𐑼𐑦𐑡𐑦𐑯𐑦	NP0	ˌæbəˈrɪdʒɪni	2
aborigines	𐑨𐑚𐑼𐑦𐑡𐑦𐑯𐑦𐑟	NN2	ˌæbəˈrɪdʒɪniz	95
aborigines	𐑨𐑚𐑼𐑦𐑡𐑦𐑯𐑦𐑟	NP0	ˌæbəˈrɪdʒɪniz	53
abort	𐑩𐑚𐑹𐑑	VVB	əˈbɔːRt	26
abort	𐑩𐑚𐑹𐑑	VVI	əˈbɔːRt	70
aborted	𐑩𐑚𐑹𐑑𐑩𐑛	AJ0	əˈbɔːRtƏd	45
aborted	𐑩𐑚𐑹𐑑𐑩𐑛	VVD	əˈbɔːRtƏd	18
aborted	𐑩𐑚𐑹𐑑𐑩𐑛	VVN	əˈbɔːRtƏd	76
aborting	𐑩𐑚𐑹𐑑𐑦𐑙	VVG	əˈbɔːRtɪŋ	14
abortion	𐑩𐑚𐑹𐑖𐑩𐑯	NN1	əˈbɔːRʃən	1161
abortionist	𐑩𐑚𐑹𐑖𐑩𐑯𐑦𐑕𐑑	NN1	əˈbɔːRʃənɪst	7
abortionists	𐑩𐑚𐑹𐑖𐑩𐑯𐑦𐑕𐑑𐑕	NN2	əˈbɔːRʃənɪsts	2
abortions	𐑩𐑚𐑹𐑖𐑩𐑯𐑟	NN2	əˈbɔːRʃənz	268
abortive	𐑩𐑚𐑹𐑑𐑦𐑝	AJ0	əˈbɔːRtɪv	248
abortively	𐑩𐑚𐑹𐑑𐑦𐑝𐑤𐑦	AV0	əˈbɔːRtɪvli	3
aborts	𐑩𐑚𐑹𐑑𐑕	VVZ	əˈbɔːRts	4
abos	𐑨𐑚𐑴𐑟	NN2	ˈæbəʊz	1
abound	𐑩𐑚𐑬𐑯𐑛	VVB	əˈbaʊnd	78
abound	𐑩𐑚𐑬𐑯𐑛	VVI	əˈbaʊnd	13
abounded	𐑩𐑚𐑬𐑯𐑛𐑩𐑛	VVD	əˈbaʊndƏd	41
abounded	𐑩𐑚𐑬𐑯𐑛𐑩𐑛	VVN	əˈbaʊndƏd	7
abounding	𐑩𐑚𐑬𐑯𐑛𐑦𐑙	AJ0	əˈbaʊndɪŋ	1
abounding	𐑩𐑚𐑬𐑯𐑛𐑦𐑙	VVG	əˈbaʊndɪŋ	18
abounds	𐑩𐑚𐑬𐑯𐑛𐑟	VVZ	əˈbaʊndz	41
about	𐑩𐑚𐑬𐑑	AV0	əˈbaʊt	40710
about	𐑩𐑚𐑬𐑑	AVP	əˈbaʊt	9415
about	𐑩𐑚𐑬𐑑	PRP	əˈbaʊt	142118
about-face	𐑩𐑚𐑬𐑑-𐑓𐑱𐑕	AJ0	əˌbaʊt-ˈfeɪs	1
about-face	𐑩𐑚𐑬𐑑-𐑓𐑱𐑕	NN1	əˌbaʊt-ˈfeɪs	11
about-face	𐑩𐑚𐑬𐑑-𐑓𐑱𐑕	VVB	əˌbaʊt-ˈfeɪs	0
about-face	𐑩𐑚𐑬𐑑-𐑓𐑱𐑕	VVI	əˌbaʊt-ˈfeɪs	0
about-faced	𐑩𐑚𐑬𐑑-𐑓𐑱𐑕𐑑	VVD	əˌbaʊt-ˈfeɪst	0
about-faced	𐑩𐑚𐑬𐑑-𐑓𐑱𐑕𐑑	VVN	əˌbaʊt-ˈfeɪst	0
about-faces	𐑩𐑚𐑬𐑑-𐑓𐑱𐑕𐑩𐑟	VVZ	əˌbaʊt-ˈfeɪsƏz	0
about-facing	𐑩𐑚𐑬𐑑-𐑓𐑱𐑕𐑦𐑙	VVG	əˌbaʊt-ˈfeɪsɪŋ	0
above	𐑩𐑚𐑳𐑝	AJ0	əˈbʌv	1828
above	𐑩𐑚𐑳𐑝	AV0	əˈbʌv	10408
above	𐑩𐑚𐑳𐑝	PRP	əˈbʌv	12889
